fund_code,fund_name,theme_hint,investability_hint,investability_note,is_current,latest_nav_date,latest_price,return_5d_pct,previous_5d_pct,acceleration_5d_pp,return_20d_pct,previous_20d_pct,acceleration_20d_pp,return_60d_pct,return_126d_pct,return_252d_pct,volatility_20d_ann_pct,max_drawdown_60d_pct,distance_from_60d_high_pct,portfolio_size_try,investor_count,history_observations,stock_pct,foreign_stock_pct,foreign_security_pct,foreign_etf_pct,precious_metals_pct,eurobond_pct,government_bond_pct,private_sector_bond_pct,investment_fund_pct,etf_pct,term_deposit_pct,repo_pct,reverse_repo_pct,derivative_pct,dataset_latest_date,breakdown_date,generated_at_local
BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti,RETAIL_CANDIDATE,,True,2026-08-24,1.8216,1.449,0.0854,1.3636,2.0172,2.6768,-0.6596,5.6353,3.7489,32.3287,9.4165,-3.5003,0.0,10245457.83,58.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.71,25.29,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BFS,BULLS PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti,RETAIL_CANDIDATE,,True,2026-08-24,1.0621,6.2293,1.1223,5.1069,12.1579,7.8337,4.3242,3.088,6.8854,,14.3608,-15.0264,0.0,22244697.96,234.0,138,17.48,0.0,0.0,65.64,0.0,0.0,0.0,0.0,0.0,16.08,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Bankacılık / Finans,RETAIL_CANDIDATE,,True,2026-08-24,1.1402,0.631,2.0227,-1.3917,2.6862,-8.2469,10.9331,4.3303,-14.0356,7.098,25.4594,-17.1095,-10.4866,197472856.23,542.0,304,91.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BGR,AK PORTFÖY BIST GYO ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.0236,0.702,0.9612,-0.2591,,,,,,,,-2.1684,0.0,31478814.27,127.0,14,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.7606,3.7536,0.3819,3.3718,4.9646,5.9958,-1.0312,15.1031,9.4764,45.5478,18.0445,-5.3386,0.0,93655254.98,713.0,304,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,3.1535,3.3322,0.6631,2.6691,4.5991,0.3992,4.1999,3.7281,8.9548,52.499,18.4035,-6.3423,-0.5186,193023650.76,1532.0,304,48.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,3.315,2.0412,2.4306,-0.3894,2.3743,-1.9881,4.3624,2.1043,-9.7759,12.5454,14.3399,-9.0664,-2.8081,233708842.25,2023.0,304,95.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.4578,3.433,1.0859,2.3471,3.1857,1.2274,1.9582,6.863,-1.6764,26.6615,13.736,-6.7665,0.0,534875405.44,3257.0,304,94.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BIH,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,8.9023,1.6929,0.4199,1.273,3.6463,10.7851,-7.1388,16.9488,21.707,92.6315,7.034,-1.0799,0.0,887935307.13,524.0,304,86.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,2.4246,2.4351,-0.6213,3.0564,3.5551,-3.8245,7.3796,1.8764,-7.3145,16.4771,16.0099,-8.5049,-3.5844,907447860.78,10156.0,304,95.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,1.7,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BIY,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.4147,1.2906,0.379,0.9116,1.1129,5.0752,-3.9623,10.8236,21.2694,,9.5359,-2.4684,0.0,86345580.69,330.0,181,92.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BLT,BULLS PORTFÖY ALTIN FONU,Altın,RETAIL_CANDIDATE,,True,2026-08-24,1.9404,4.3681,1.888,2.4801,12.3991,10.264,2.1352,10.857,0.9807,86.0828,17.2018,-11.153,0.0,390760652.22,3132.0,304,9.99,0.0,0.0,0.0,87.4,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları,RETAIL_CANDIDATE,,True,2026-08-24,1.7008,0.9438,0.9574,-0.0136,3.7937,2.0926,1.7011,10.2256,15.0932,37.573,2.1196,-0.1819,0.0,105399593.37,254.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BON,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları,RETAIL_CANDIDATE,,True,2026-08-24,1.4239,0.8722,2.3235,-1.4514,9.0707,0.8438,8.2269,14.51,14.7465,,11.0241,-1.4763,0.0,29070319.48,339.0,214,0.0,0.0,0.0,0.0,0.0,0.0,86.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti,RETAIL_CANDIDATE,,True,2026-08-24,1.611,1.0083,1.9099,-0.9015,5.0227,-3.2944,8.3171,5.479,13.7282,48.674,16.431,-9.5748,-2.2141,84425961.47,1060.0,295,0.0,0.0,0.0,65.79,0.0,0.0,0.0,0.0,31.36,0.0,0.0,0.0,2.37,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları,RETAIL_CANDIDATE,,True,2026-08-24,1.6681,1.0167,0.727,0.2897,3.3638,3.2404,0.1234,10.4166,21.533,47.9753,1.4897,0.0,0.0,97597116.19,335.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,5.237,-0.1792,2.2204,-2.3995,10.9658,1.1342,9.8316,16.1726,42.5795,51.6417,12.6669,-7.184,-0.3778,227022112.53,1013.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BTK,BV PORTFÖY TEKNOLOJİ KATILIM FONU,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,1.699,-0.0606,3.5632,-3.6238,8.9519,-4.3508,13.3027,9.7628,53.0707,,27.7193,-12.228,-0.3303,311516235.03,2040.0,218,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BTZ,ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.2423,1.7954,-0.0243,1.8197,2.0327,-2.4724,4.5051,-1.1465,-8.0763,17.1639,13.303,-7.7015,-3.7848,7658396.83,192.0,304,94.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,3.98,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BUB,BULLS PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti,RETAIL_CANDIDATE,,True,2026-08-24,1.2673,1.4585,1.1435,0.315,3.3678,15.2165,-11.8487,19.8558,,,11.0498,-3.7064,0.0,110003707.08,2599.0,97,15.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.56,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
BUY,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.8048,0.0056,3.4236,-3.418,4.0461,0.129,3.9172,1.5552,0.1078,24.3176,18.7478,-9.4057,-1.0616,345707190.95,16722.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BV1,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.7282,3.7363,0.2007,3.5356,8.1001,1.9944,6.1058,12.692,3.5685,53.7095,25.889,-6.8595,0.0,88056565.14,485.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BVD,BV PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,1.4103,0.5123,0.305,0.2073,5.4725,3.9528,1.5196,12.4673,23.1689,,7.8221,-0.9859,-0.0102,281116933.23,370.0,153,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
BVV,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,3.5234,-2.6713,3.396,-6.0674,4.6062,-3.5426,8.1488,6.078,44.9998,85.7728,26.5674,-11.4643,-3.1626,194273325.92,1135.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
CKF,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım,RETAIL_CANDIDATE,,True,2026-08-24,2.1554,1.3996,2.3535,-0.954,6.6279,0.5128,6.1151,8.8601,29.9529,64.3817,14.2998,-4.8836,0.0,686133743.29,2762.0,304,32.69,37.46,0.0,0.0,2.92,0.0,0.0,0.0,7.84,5.29,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
CKL,YAPI KREDİ PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,1.602,2.1165,2.8678,-0.7514,13.85,0.3456,13.5044,12.5693,22.5243,48.8527,19.5166,-5.8856,0.0,730620006.14,1080.0,287,16.66,17.03,0.0,11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.34,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,3.7893,-3.3748,3.8401,-7.2149,-0.5166,-6.5244,6.0078,1.4175,33.4796,119.8107,30.1469,-16.9168,-10.4076,1051516514.0,14865.0,304,22.64,66.24,0.0,0.0,0.0,0.0,1.86,0.0,1.07,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,3.9143,-0.2076,2.0868,-2.2944,5.7023,-1.7628,7.4651,7.6176,44.6148,92.4335,22.9735,-10.0288,-0.8381,1674439166.34,17533.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
CVK,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım,RETAIL_CANDIDATE,,True,2026-08-24,5.1496,1.779,0.7944,0.9847,3.4167,3.0275,0.3892,8.6192,16.0659,40.738,3.1085,-0.4672,0.0,632800939.46,1909.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
CVL,A1 CAPİTAL PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım,RETAIL_CANDIDATE,,True,2026-08-24,1.4665,9.1331,0.8688,8.2643,9.1838,4.2958,4.888,14.1035,24.3334,,17.8077,-3.081,0.0,51144317.59,156.0,197,32.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,3.6556,1.3611,1.1102,0.2509,2.5883,0.584,2.0043,3.0368,-5.9898,23.724,17.8379,-8.1355,-1.5703,589979857.77,2548.0,304,87.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DBA,DENİZ PORTFÖY ALTIN FONU,Altın,RETAIL_CANDIDATE,,True,2026-08-24,0.7756,5.0681,1.6035,3.4646,13.8591,2.1479,11.7112,4.6673,-2.453,58.3784,16.9245,-10.3062,0.0,10301036953.99,25338.0,304,0.75,0.0,0.0,0.04,35.56,0.0,0.0,0.0,0.67,0.0,0.0,0.0,2.39,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DBB,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları,RETAIL_CANDIDATE,,True,2026-08-24,0.1135,1.0514,0.9826,0.0688,3.9917,0.7597,3.232,10.4592,13.5624,36.0709,3.1264,-0.7757,0.0,234313029.29,1939.0,304,0.0,0.0,0.0,0.0,0.0,0.0,88.66,9.57,0.0,0.0,0.0,0.0,1.27,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DBH,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Eurobond,RETAIL_CANDIDATE,,True,2026-08-24,0.3835,0.3368,0.6879,-0.3511,2.8379,0.915,1.9229,7.8294,10.9403,24.2829,2.5563,-0.3905,0.0,974719438.09,8671.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DBK,DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları,RETAIL_CANDIDATE,,True,2026-08-24,0.1214,0.755,0.7624,-0.0074,3.0218,3.1846,-0.1628,9.826,21.0782,46.0042,1.3371,0.0,0.0,781190104.92,85306.0,304,0.0,0.0,0.0,0.0,0.0,0.0,15.1,30.65,0.0,0.0,0.0,0.0,12.82,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DBP,DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,0.5044,1.0954,0.7484,0.347,3.0245,1.9851,1.0395,6.5848,15.0932,38.7329,3.7622,-1.3656,0.0,165606824.74,1056.0,304,16.98,0.0,0.0,0.0,0.0,0.0,5.68,6.81,7.28,1.2,0.0,0.0,60.44,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DEH,DESTEK PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,0.9995,,,,,,,,,,,,,10495080.22,1.0,1,46.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.05,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DFC,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,3.225,3.3879,-1.0455,4.4334,0.9676,3.752,-2.7843,3.0106,5.4171,25.8741,10.7227,-3.4794,0.0,105653514.67,1529.0,304,30.29,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DGF,A1 CAPİTAL PORTFÖY DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,1.4428,2.5254,2.0065,0.5189,13.8831,-1.9836,15.8667,13.6375,14.2687,,12.1647,-5.2729,0.0,359866352.56,296.0,197,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DHJ,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,7.2863,2.7441,4.5222,-1.7782,3.282,-1.2743,4.5564,-4.1616,11.607,31.5754,25.575,-21.1611,-11.4841,216635097.28,2941.0,304,95.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DHM,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti,RETAIL_CANDIDATE,,True,2026-08-24,5.3336,0.146,1.0368,-0.8908,4.2304,-1.7254,5.9558,3.4449,3.9908,26.7406,9.5231,-5.624,-0.1871,26236475.66,1147.0,304,0.86,56.5,0.0,0.0,0.0,0.0,0.0,0.0,38.85,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DHT,DENİZ PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,1.1899,-2.8111,2.9443,-5.7555,6.0221,2.3223,3.6998,11.2563,10.4224,,15.6979,-5.5643,-3.1013,85255530.46,771.0,160,12.87,35.53,0.0,19.96,0.0,0.0,0.0,0.0,8.14,0.0,0.0,0.0,22.48,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DID,DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,1.4703,-1.0629,1.5889,-2.6518,2.9761,3.1983,-0.2222,6.9404,12.3167,33.4346,8.2184,-2.267,-1.113,27710631.67,162.0,304,16.93,23.99,0.0,5.52,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0,43.75,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,3.8629,3.4671,2.557,0.9102,3.996,1.7031,2.2929,3.7149,11.6722,34.0657,15.7508,-7.3162,0.0,219085375.49,1421.0,304,89.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,7.7703,2.1074,0.5259,1.5815,3.055,2.3111,0.7439,8.6869,3.5025,26.998,14.6923,-5.6077,0.0,62732652.36,578.0,304,91.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DMG,DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU,Gümüş,RETAIL_CANDIDATE,,True,2026-08-24,7.2776,6.854,2.2584,4.5956,19.8831,2.4722,17.4109,-5.001,-1.2397,108.3483,28.6972,-24.3828,-5.0162,3236016050.29,15199.0,304,0.0,13.35,0.0,53.62,5.67,0.0,0.0,0.0,5.36,0.0,0.0,0.0,3.47,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DNF,A1 CAPİTAL PORTFÖY DİNAMİK FON SEPETİ FONU,Fon Sepeti,RETAIL_CANDIDATE,,True,2026-08-24,1.3213,2.4041,0.8682,1.5359,8.1282,-0.2106,8.3388,9.598,14.4276,,12.6365,-3.3126,0.0,470905394.56,143.0,181,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.21,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DPK,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım,RETAIL_CANDIDATE,,True,2026-08-24,8.6487,0.735,0.7,0.035,2.7852,3.1084,-0.3233,9.2178,18.9018,42.7948,1.2013,-0.0048,0.0,875288007.8,1361.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON ),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,18.339,4.6539,1.1989,3.4551,5.8883,2.0619,3.8263,10.2263,4.4693,35.0741,17.8733,-5.1879,0.0,304340166.49,5032.0,304,96.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DRT,DENİZ PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,1.2449,-0.2146,2.1687,-2.3834,6.436,-0.918,7.354,4.3225,,,14.2329,-8.6021,-1.1647,40820490.76,496.0,125,24.59,23.64,0.0,25.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.82,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DSP,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti,RETAIL_CANDIDATE,,True,2026-08-24,14.9496,1.1191,0.9569,0.1622,4.2437,2.0478,2.1959,8.2594,13.6119,41.4117,3.489,-1.1746,0.0,145431052.85,1075.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.22,0.0,0.0,0.0,1.38,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DTH,EMAA BLUE PORTFÖY DÖNÜŞÜM TEKNOLOJİLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,1.3977,1.3921,1.8637,-0.4717,1.4663,1.0188,0.4475,0.537,15.93,,17.1972,-10.3359,-4.4198,243403814.61,225.0,175,83.04,0.0,0.0,0.0,0.0,0.0,0.0,0.78,11.51,0.0,0.0,0.0,4.59,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,4.2282,0.638,2.711,-2.073,0.992,0.368,0.624,0.7559,5.7507,31.2773,14.9172,-8.3509,-2.9691,165961591.68,3234.0,304,93.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DTM,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON,Değişken,RETAIL_CANDIDATE,,True,2026-08-24,1.4814,3.4823,1.2527,2.2296,4.8557,1.2467,3.609,8.1617,5.9719,32.3232,13.062,-3.0801,0.0,62906849.0,2737.0,301,56.72,41.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DTZ,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,5.3283,-6.2117,4.2605,-10.4722,5.1675,4.3849,0.7826,5.0643,35.5648,42.6166,25.1977,-13.2982,-6.2117,507864974.14,8564.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 09:12:33
DUV,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları,RETAIL_CANDIDATE,,True,2026-08-24,1.3078,1.2106,0.8989,0.3116,4.301,-1.5773,5.8783,10.3839,4.624,23.2682,4.8552,-2.7996,0.0,57145530.57,186.0,304,0.0,0.0,0.0,0.0,0.0,0.0,98.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DVT,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,Teknoloji,RETAIL_CANDIDATE,,True,2026-08-24,9.8861,-0.4705,3.3739,-3.8444,5.4094,0.0017,5.4076,4.8007,37.1749,67.5673,16.9681,-10.2402,-2.6091,884250911.34,11093.0,304,25.01,48.52,0.0,12.27,0.0,0.0,0.0,0.0,2.96,0.0,0.0,0.0,6.56,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,RETAIL_CANDIDATE,,True,2026-08-24,1.9451,2.1282,4.0002,-1.872,4.688,3.5192,1.1688,6.0542,4.9534,29.8949,17.7675,-7.7744,0.0,48366107.68,1051.0,304,90.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
